Alfonso Kemmer III                      Studio 4, 8 Luna Place, Grantown-on-Spey, Scotland, PH26 7LY                                        Happy Birthday, Alfonso Kemmer III
Dave Wiza                               38 Alba Campus, Sittingbourne, England, ME10 5NJ                                                    Happy Birthday, Dave Wiza
Joseph Ortiz                            7 Tessall Lane, Rochester, England, ME5 2PL                                                         Happy Birthday, Joseph Ortiz
Sylvester Miller DVM                    Studio 88, 794 Sherrington Way, Northampton, England, NN1 4GX                                       Happy Birthday, Sylvester Miller DVM
Gilberto Lockman                        8 Aldsworth Avenue, Tamworth, England, B77 7TZ                                                      Happy Birthday, Gilberto Lockman
Mathew Haley                            7 Tom Dando Close, Isles of Scilly, England, TR24 7XY                                               Happy Birthday, Mathew Haley
Leland Kshlerin                         82 Coalway Road, Sutton in Ashfield, England, NG15 3PY                                              Happy Birthday, Leland Kshlerin
Don Gleichner                           3 Filmer Road, Gravesend, England, DA11 3RH                                                         Happy Birthday, Don Gleichner
Mrs. Owen Zboncak                       56 Doxford National Business Park, Hoddesdon, England, EN11 4XA                                     Happy Birthday, Mrs. Owen Zboncak
Katrina Padberg PhD                     1 Townsend Way, Southport, England, L21 8ET                                                         Happy Birthday, Katrina Padberg PhD
Van Rosenbaum                           23 Websters Way, Ely, Wales, CF5 8NX                                                                Happy Birthday, Van Rosenbaum
Victor Streich                          Studio 81, 4 Birchills Street, Wolverhampton, England, WV3 0QT                                      Happy Birthday, Victor Streich
Jeffrey Langworth                       Flat 2, 5 Crocketts Manor, Lcp Stanhope and Wolsingham Parishes And, England, DL15 0LZ              Happy Birthday, Jeffrey Langworth
Marlon McClure                          79 Old Rowney Farm, Blackpool, England, FY1 6YW                                                     Happy Birthday, Marlon McClure
Fredrick Heidenreich II                 3 Port Way, Amesbury, England, SP4 6TQ                                                              Happy Birthday, Fredrick Heidenreich II
Marty Kessler                           5 East Lenham Farm, Swadlincote, England, DE11 4RA                                                  Happy Birthday, Marty Kessler
Nathaniel Bauch                         80 Weavers Walk, Ranfurly, Scotland, PA11 3FG                                                       Happy Birthday, Nathaniel Bauch
Kathy Champlin                          Flat 2, 38 Old Shambles Square, Manchester, England, M60 3ZW                                        Happy Birthday, Kathy Champlin
Randy Pouros                            8 River Lawn Road, Sowerby, England, YO7 5UR                                                        Happy Birthday, Randy Pouros
Johnathan Zulauf MD                     8 Felcourt Road, Cockermouth, England, CA13 9DD                                                     Happy Birthday, Johnathan Zulauf MD
Susan Adams                             8 Olivers Yard, Gullane, Scotland, EH31 7HB                                                         Happy Birthday, Susan Adams
Janie Jerde                             39 Globeside, Ferryhill, England, DL17 7SG                                                          Happy Birthday, Janie Jerde
Winston Lehner                          Flat 3, 72 Newark Road North, Arlesey, England, SG15 9WH                                            Happy Birthday, Winston Lehner
Kimberly Tremblay                       40 Heywoods Road, West Bromwich, England, B70 0TL                                                   Happy Birthday, Kimberly Tremblay
Ms. Rosemary Schiller                   5 Stoney Street, Huddersfield, England, HD4 6YB                                                     Happy Birthday, Ms. Rosemary Schiller
Wanda VonRueden                         2 Rowan Road, County Armagh, Northern Ireland, BT61 3TS                                             Happy Birthday, Wanda VonRueden
Edmund Altenwerth                       7 Combe Road, Tenbury, England, WR15 4BW                                                            Happy Birthday, Edmund Altenwerth
Darrell Hartmann                        Flat 6, 5 Woodhouse Green, Dolbenmaen, Wales, LL51 1ZW                                              Happy Birthday, Darrell Hartmann
Katie Dicki DDS                         27 Cooksbridge, Argyll and Bute, Scotland, PA41 8JU                                                 Happy Birthday, Katie Dicki DDS
Wayne Pfannerstill                      1 Colman Parade, Cleator Moor, England, CA25 9WR                                                    Happy Birthday, Wayne Pfannerstill
Ms. Kerry Larkin                        2 The Sion, Dungannon, Northern Ireland, BT68 9WF                                                   Happy Birthday, Ms. Kerry Larkin
Robin Purdy                             48 The Brunel Centre, Aldeburgh, England, IP15 9FP                                                  Happy Birthday, Robin Purdy
Juanita Frami                           Studio 18, 5 Darnley Street, Rushden, England, NN10 9BQ                                             Happy Birthday, Juanita Frami
Dr. Cindy Cummerata                     3 Ruthvenfield Avenue, Boston, England, PE21 0GZ                                                    Happy Birthday, Dr. Cindy Cummerata
Janice Muller                           472 Hanover Square, Coniston, England, LA21 4PG                                                     Happy Birthday, Janice Muller
Juanita Terry DVM                       18 Altona Road, St Columb Major, England, TR9 5QA                                                   Happy Birthday, Juanita Terry DVM
Kelley Torphy                           3 Stratham Street, Whitchurch-on-Thames, England, RG8 6FU                                           Happy Birthday, Kelley Torphy
Santos Johnston                         4 Cumberland Drive, Bradwell Abbey, England, MK8 9HU                                                Happy Birthday, Santos Johnston
Lynn Heathcote                          Flat 38, 48 Belasis Hall Technology Park, Llandovery, Wales, SA20 1GT                               Happy Birthday, Lynn Heathcote
Edward Lueilwitz                        56 Kemp Road, Much Wenlock, England, TF13 8SR                                                       Happy Birthday, Edward Lueilwitz
Nora Rice                               Studio 4, 38 Hanovers Walk, Hardhorn and Thornton, England, FY6 4ET                                 Happy Birthday, Nora Rice
Calvin Ullrich                          7 Field Way, Ellesmere Port, England, CH65 3EH                                                      Happy Birthday, Calvin Ullrich
Kirk Fay                                86 Kenn Business Park, Beith, Scotland, KA15 6JG                                                    Happy Birthday, Kirk Fay
Jeffrey Pfeffer                         6 South Wales Distribution Centre, Orton, England, CA5 6HY                                          Happy Birthday, Jeffrey Pfeffer
Ebony Kuhn                              6 Sorrells, Danbury, England, CM3 2SG                                                               Happy Birthday, Ebony Kuhn
Christopher Rau                         49 Rossini Street, Frinton and Walton, England, CO14 7FY                                            Happy Birthday, Christopher Rau
Marcos Simonis DDS                      Flat 11, 9 Golden Crescent, Todmorden, England, OL14 8US                                            Happy Birthday, Marcos Simonis DDS
Jennifer Lind                           84 Bewicke Street, Sowerby, England, YO7 5DT                                                        Happy Birthday, Jennifer Lind
Jenny Lang                              Flat 8, 97 Stonebridge Cross, Wisbech, England, PE13 2WQ                                            Happy Birthday, Jenny Lang
Rosie Kessler                           Studio 19, 32 Owersby Moor, Camberwell, England, SE5 7QT                                            Happy Birthday, Rosie Kessler
Ms. Rafael Baumbach                     35 Bakehouse Yard, Callander, Scotland, FK17 3LR                                                    Happy Birthday, Ms. Rafael Baumbach
Becky Fritsch Sr.                       7 Chester Street, West Calder, Scotland, EH55 0NR                                                   Happy Birthday, Becky Fritsch Sr.
Josh Funk                               Flat 76, 47 Volunteer Way, Hampshire, England, PO16 8BH                                             Happy Birthday, Josh Funk
Alyssa Schimmel                         4 Mill Cross Lane, Barnsley, England, S63 6PZ                                                       Happy Birthday, Alyssa Schimmel
Frank Stiedemann                        Flat 1, 7 Mallow Street, Plymouth, England, PL1 0FQ                                                 Happy Birthday, Frank Stiedemann
Whitney Sipes                           1 Mauldeth Road, Torquay, England, TQ1 4JR                                                          Happy Birthday, Whitney Sipes
Hannah Farrell                          70 Princes Walk, Muthill, Scotland, PH5 6PS                                                         Happy Birthday, Hannah Farrell
Miss Elmer Harris                       Studio 75, 49 Hollingwood Crescent, Crymych, Wales, SA36 4TU                                        Happy Birthday, Miss Elmer Harris
Dr. Walter McLaughlin                   8 Stoke Street, Keswick, England, CA12 5AZ                                                          Happy Birthday, Dr. Walter McLaughlin
Mrs. Salvador Feest                     77 Sandbank Road, Eltham, England, SE2 6LQ                                                          Happy Birthday, Mrs. Salvador Feest
Clifton Pagac                           Flat 64, 22 Radway Green, Sowerby, England, YO7 4XB                                                 Happy Birthday, Clifton Pagac
Bridget Baumbach                        9 Carisbrook Street, Portsmouth, England, PO5 8AJ                                                   Happy Birthday, Bridget Baumbach
Ms. Lloyd Miller                        46 Grosvenor Park Road, Dolbenmaen, Wales, LL51 0BL                                                 Happy Birthday, Ms. Lloyd Miller
Samuel Kuhn                             Studio 583, 9 Enterprise Close, Llangelynin, Wales, LL37 9XT                                        Happy Birthday, Samuel Kuhn
Pamela Zulauf                           7 Northwick Road, Stirling, Scotland, FK20 5SR                                                      Happy Birthday, Pamela Zulauf
Joe Sipes                               4 Southernay, Reigate and Banstead, England, SM7 6JZ                                                Happy Birthday, Joe Sipes
Jim Fay                                 Studio 49, 43 Longham Barn Close, Allensmore, England, HR2 0UZ                                      Happy Birthday, Jim Fay
Rachael Crona                           9 Cornwall Street, Littlehampton, England, BN17 2JN                                                 Happy Birthday, Rachael Crona
Dana Fritsch                            4 Drumbottie Road, Radford Semele, England, CV33 5AA                                                Happy Birthday, Dana Fritsch
Emily Brekke                            Flat 1, 93 Frith End, Kirkby, England, L33 2BT                                                      Happy Birthday, Emily Brekke
Randall Jakubowski                      Studio 94, 90 Harlington High Street, Perth and Kinross, Scotland, PH18 7BR                         Happy Birthday, Randall Jakubowski
Arnold Dickinson                        4 Market Parade, Newport Pagnell, England, MK16 4QS                                                 Happy Birthday, Arnold Dickinson
Mandy MacGyver                          9 Forest Court, Wiggenhall St Germans, England, PE34 4TZ                                            Happy Birthday, Mandy MacGyver
Ralph Prosacco                          48 Parsonage Retail Park, Croydon, England, CR7 6PT                                                 Happy Birthday, Ralph Prosacco
Hubert Mayer                            2 Cooting Road, Dalton-in-Furness, England, LA14 7DB                                                Happy Birthday, Hubert Mayer
Roy Schroeder                           5 Upper Dolphin Road, Paisley, Scotland, PA1 6PP                                                    Happy Birthday, Roy Schroeder
Jackie Littel                           Studio 43, 26 Zetland Road, Poynton, England, SK12 0HW                                              Happy Birthday, Jackie Littel
Katherine Hermiston                     6 The Pentangle, Chorleywood, England, WD3 7GR                                                      Happy Birthday, Katherine Hermiston
Christopher Murazik                     9 Alcester Road, East Ayrshire, Scotland, KA3 8XZ                                                   Happy Birthday, Christopher Murazik
Jeremy Kertzmann                        436 Corbygate Business Park, Darfield, England, S73 6SJ                                             Happy Birthday, Jeremy Kertzmann
Armando Block                           66 Imperial Place, Arlesey, England, SG15 3DW                                                       Happy Birthday, Armando Block
Enrique Spinka                          Flat 4, 5 Grain Stores, Tonbridge, England, TN10 6HU                                                Happy Birthday, Enrique Spinka
Phillip Crooks                          12 Forester Square, North Berwick, Scotland, EH39 6HG                                               Happy Birthday, Phillip Crooks
Dr. Leonard Kub                         30 Bridgehouse Road, Kilsyth, Scotland, G65 9HU                                                     Happy Birthday, Dr. Leonard Kub
Shelia Hoppe                            854 Burns Precinct, Doddiscombsleigh, England, EX6 3XB                                              Happy Birthday, Shelia Hoppe
Madeline Lindgren                       5 Vicarage Field, Islington, England, EC1V 6BZ                                                      Happy Birthday, Madeline Lindgren
Ann Toy                                 5 Cornhill Buildings, Bromley, England, BR4 7NJ                                                     Happy Birthday, Ann Toy
Mrs. Nettie Rippin                      7 Merridale Road, Shellingford, England, SN7 5PZ                                                    Happy Birthday, Mrs. Nettie Rippin
Gordon Quigley                          Flat 5, 85 Chorlton Centre, Hinckley, England, LE9 6DJ                                              Happy Birthday, Gordon Quigley
Teresa MacGyver                         26 Park Mansions, Greenock, Scotland, PA16 2QL                                                      Happy Birthday, Teresa MacGyver
Miss Lorraine Willms                    Studio 80, 44 Ashurst Park, Perth and Kinross, Scotland, PH11 6GQ                                   Happy Birthday, Miss Lorraine Willms
Whitney Ortiz                           9 Roebuck Place, Aberdeen Airport, Scotland, AB21 3RL                                               Happy Birthday, Whitney Ortiz
Ismael Ondricka Jr.                     Studio 32, 40 Corporation Chambers, Dumfries and Galloway, Scotland, DG10 6LN                       Happy Birthday, Ismael Ondricka Jr.
Moses Roob                              18 Steeple Court, Llanfallteg, Wales, SA34 6YX                                                      Happy Birthday, Moses Roob
Frank Crist                             Studio 4, 91 Westbourne Grove Mews, Sandbach, England, CW11 5XQ                                     Happy Birthday, Frank Crist
Miss Alberto Hammes                     7 Friday Street Farm, Winchester, England, SO21 4AE                                                 Happy Birthday, Miss Alberto Hammes
Ronald Schinner                         Studio 636, 92 Magowen West, Biggleswade, England, SG18 6QN                                         Happy Birthday, Ronald Schinner
Marcella O'Connell                      98 Banks Parade, Queensbury, England, BD7 4FD                                                       Happy Birthday, Marcella O'Connell
Emilio Jast                             Flat 241, 2 Abinger Road, Watford, England, WD25 8GS                                                Happy Birthday, Emilio Jast
Bryan Boyle                             61 Tavistock Grove, Fort William, Scotland, PH33 8EZ                                                Happy Birthday, Bryan Boyle
Leonard Marquardt                       Flat 7, 3 Sevenoaks Enterprise Centre, Esh, England, DH7 8FF                                        Happy Birthday, Leonard Marquardt
Elvira Spinka                           51 Ferry Circus, North Muskham, England, NG23 0RD                                                   Happy Birthday, Elvira Spinka
Marco Gottlieb                          Flat 18, 6 Crosby Road, Boroughbridge, England, YO51 1UT                                            Happy Birthday, Marco Gottlieb
Warren Schuster                         8 Coultry Neighbourhood Centre, Ystradgynlais, Wales, SA9 0JN                                       Happy Birthday, Warren Schuster
Cornelius Kovacek MD                    Flat 285, 30 Park Farm, City of London, England, EC3A 7XQ                                           Happy Birthday, Cornelius Kovacek MD
Charlie Walter                          62 Great Marlbrough Street, Swindon, England, SN3 8AR                                               Happy Birthday, Charlie Walter
Mr. Marc Schiller                       18 Bishopsgate Walk, Poplar, England, E14 0GU                                                       Happy Birthday, Mr. Marc Schiller
Luther Jakubowski                       7 Aber Road, Croydon, England, CR5 3NW                                                              Happy Birthday, Luther Jakubowski
Lewis Hirthe                            Studio 7, 65 Staion Square, Swinfen and Packington, England, WS14 1PW                               Happy Birthday, Lewis Hirthe
Ellis Larson                            Flat 67, 4 Lawrence Weston, Hull, England, HU1 4ZS                                                  Happy Birthday, Ellis Larson
Walter Fadel                            Flat 97, 5 West Main Street, Abercarn, Wales, NP11 0EN                                              Happy Birthday, Walter Fadel
Dixie Bechtelar Sr.                     99 The Pavement, Earswick, England, YO32 6JB                                                        Happy Birthday, Dixie Bechtelar Sr.
Andres Becker                           31 Regents Place, Bromyard, England, HR7 0SH                                                        Happy Birthday, Andres Becker
Amber Batz                              1 Grafton Gate, Dinton, England, HP17 1RJ                                                           Happy Birthday, Amber Batz
Warren Considine                        Flat 6, 95 Clepington Road, Ecclesfield, England, S35 0XZ                                           Happy Birthday, Warren Considine
Jeanette Flatley                        Studio 16, 29 Green Acres, Beckermet, England, CA21 4RS                                             Happy Birthday, Jeanette Flatley
Rufus Von                               Flat 8, 75 Holbein Place, Bryn, Wales, SA13 2FZ                                                     Happy Birthday, Rufus Von
Boyd Stracke                            66 Bamburgh House, Tonbridge, England, TN10 2DT                                                     Happy Birthday, Boyd Stracke
Eula Williamson                         1 Bylands Way, City of London, England, EC4V 1YA                                                    Happy Birthday, Eula Williamson
Tracy Kilback                           28 St Andrews Square Centre, Nottingham, England, NG6 2AU                                           Happy Birthday, Tracy Kilback
Margarita Wyman V                       Flat 889, 64 The Quantum, Hounslow, England, TW8 0GJ                                                Happy Birthday, Margarita Wyman V
Darren Mitchell                         3 Varley Street, Rhosneigr, Wales, LL64 0JZ                                                         Happy Birthday, Darren Mitchell
Brendan Beatty                          Studio 67, 40 Parade Road, Eilean Siar, Scotland, HS8 1ER                                           Happy Birthday, Brendan Beatty
Ida Hodkiewicz DDS                      9 Dalby Way, Leicester, England, LE1 6RZ                                                            Happy Birthday, Ida Hodkiewicz DDS
Alexis Homenick DVM                     4 Acro Court, Brentwood, England, CM13 1YY                                                          Happy Birthday, Alexis Homenick DVM
Bernice Waelchi                         5 Enbrook Valley, Maidenhead, England, SL6 8ZA                                                      Happy Birthday, Bernice Waelchi
Jasmine Lehner                          Studio 5, 5 Newmarket Centre, Earley, England, RG6 0HY                                              Happy Birthday, Jasmine Lehner
Martin Goldner II                       Flat 58, 55 Kings Head Place, Mauchline, Scotland, KA5 0SA                                          Happy Birthday, Martin Goldner II
Bennie Marvin                           9 Cambridge Terrace, Swarkestone, England, DE73 0PE                                                 Happy Birthday, Bennie Marvin
Harvey Cruickshank                      94 Arcadia Avene, Kelsale, England, IP17 3AR                                                        Happy Birthday, Harvey Cruickshank
Miss Rene DuBuque                       74 Regall Lane, Westbury, England, BA13 3DS                                                         Happy Birthday, Miss Rene DuBuque
Mrs. Gail Bradtke                       98 The Atrium, Salford, England, M30 6WF                                                            Happy Birthday, Mrs. Gail Bradtke
Darrell Mante                           Studio 21, 5 Crawpell Road, Maghull, England, L31 6GQ                                               Happy Birthday, Darrell Mante
Roxanne King                            59 Jacks Place, Blackburn, Whitburn and Fauldhouse, Scotland, EH47 1PX                              Happy Birthday, Roxanne King
Chester Stiedemann IV                   7 Rutland Avenue, Ross-on-Wye, England, HR9 7LR                                                     Happy Birthday, Chester Stiedemann IV
Brenda Mann DVM                         7 Brent Tame Vallet Estate, Westminster, England, SW1V 3TH                                          Happy Birthday, Brenda Mann DVM
Lucy Hermann                            Flat 77, 763 Rufford Court, Haslemere, England, GU26 0LS                                            Happy Birthday, Lucy Hermann
Dallas Hoeger                           83 Old Lodge Place, Torquay, England, TQ1 9FN                                                       Happy Birthday, Dallas Hoeger
Barbara Goodwin                         Studio 7, 62 Langer Road, Killichonan, Scotland, PH17 8ZN                                           Happy Birthday, Barbara Goodwin
Richard Wunsch                          Flat 16, 77 Cross Lanes Road, Gloucester, England, GL4 8ZA                                          Happy Birthday, Richard Wunsch
Eloise Baumbach                         Flat 7, 78 Grasmere Road, Strathpeffer, Scotland, IV14 1WF                                          Happy Birthday, Eloise Baumbach
Roman Jast                              5 Compton Way, Stafford, England, ST17 8ZP                                                          Happy Birthday, Roman Jast
Mr. Holly Herzog                        3 Coalmarket, Stonehaven, Scotland, AB39 3QT                                                        Happy Birthday, Mr. Holly Herzog
Paula Hoppe Jr.                         Flat 96, 88 Salway Road, Eastbourne, England, BN20 6FZ                                              Happy Birthday, Paula Hoppe Jr.
Jonathan Kub                            97 Maclise Road, Lambeth, England, SW8 9FQ                                                          Happy Birthday, Jonathan Kub
Sylvester Collier                       Flat 1, 83 Leonards Road, East Renfrewshire, Scotland, G78 7ND                                      Happy Birthday, Sylvester Collier
Mr. Heidi Lind                          8 Sunnydene Road, Snettisham, England, PE31 2HE                                                     Happy Birthday, Mr. Heidi Lind
Lillie Kohler                           8 Brookhurst Road, Corsham, England, SN13 1LD                                                       Happy Birthday, Lillie Kohler
Mr. Roderick Pfannerstill               Studio 16, 36 Barley Market Street, Sandown, England, PO36 0ZG                                      Happy Birthday, Mr. Roderick Pfannerstill
Miss Nicole VonRueden                   3 Eden Place, Bamber Bridge, England, PR5 6JB                                                       Happy Birthday, Miss Nicole VonRueden
Kelli Gorczany                          68 Lindisfarne Court, Bodorgan, Wales, LL62 5SD                                                     Happy Birthday, Kelli Gorczany
Johnnie Mills                           6 Graham Street, Birmingham, England, B16 5FD                                                       Happy Birthday, Johnnie Mills
Alexandra Bogisich                      Flat 7, 31 Pebble Lane, Manchester, England, M4 8FZ                                                 Happy Birthday, Alexandra Bogisich
Dr. Walter Conroy                       7 Copperhorse Farm, Boncath, Wales, SA37 7ZX                                                        Happy Birthday, Dr. Walter Conroy
Darren Heaney                           Studio 22, 82 North Wharf Road, Bushmills, Northern Ireland, BT57 1WS                               Happy Birthday, Darren Heaney
Nichole Ankunding                       37 Audlett Drive, Hurst Green, England, B63 4QU                                                     Happy Birthday, Nichole Ankunding
Benny Rempel                            Studio 8, 3 Oak Retail Park, Hythe, England, CT21 3GX                                               Happy Birthday, Benny Rempel
Delbert Ratke                           36 Parret Way, Tredegar, Wales, NP22 6EG                                                            Happy Birthday, Delbert Ratke
Samuel Bednar DVM                       1 Kings House, Birmingham, England, B29 8RZ                                                         Happy Birthday, Samuel Bednar DVM
Dr. Brad Hessel                         18 Duncombe Way, Newtownabbey, Northern Ireland, BT39 4YL                                           Happy Birthday, Dr. Brad Hessel
Pam Anderson                            7 Chapman Way, Black Torrington, England, EX21 8YL                                                  Happy Birthday, Pam Anderson
Laurie Parisian                         96 Lakeside North Harbour, Birkenhead, England, CH42 0TE                                            Happy Birthday, Laurie Parisian
Thomas Grady                            2 St Pauls Chambers, Islington, England, N5 5AG                                                     Happy Birthday, Thomas Grady
Caleb Morissette                        71 Spear Street, Norton, England, S20 0YB                                                           Happy Birthday, Caleb Morissette
Yvonne Konopelski                       249 Basin Road North, Abertillery, Wales, NP13 7JJ                                                  Happy Birthday, Yvonne Konopelski
Myra Schroeder                          548 Keyham Road, Glasgow, Scotland, G21 8HL                                                         Happy Birthday, Myra Schroeder
Miss Conrad Oberbrunner                 40 Chaucer Close, Malmesbury, England, SN16 9UY                                                     Happy Birthday, Miss Conrad Oberbrunner
Phyllis Nikolaus                        Flat 6, 4 The Circle, Brent, England, NW10 8QL                                                      Happy Birthday, Phyllis Nikolaus
Alton Toy Jr.                           Flat 511, 36 Hollinswood Court, Eltham, England, SE2 7QJ                                            Happy Birthday, Alton Toy Jr.
June Hauck                              Studio 6, 2 Gallows Green, Mochdre, Wales, LL28 4UW                                                 Happy Birthday, June Hauck
Javier Okuneva                          83 Colwyn Avenue, Wickford, England, SS11 9AP                                                       Happy Birthday, Javier Okuneva
Jeanne VonRueden                        7 Timberhill, Strabane, Northern Ireland, BT81 0RH                                                  Happy Birthday, Jeanne VonRueden
Olive Hansen                            57 Heathrow Airport, Mold, England, CH7 1NE                                                         Happy Birthday, Olive Hansen
Alberto Blanda                          85 Chaser Court, Mossley, England, OL5 4AX                                                          Happy Birthday, Alberto Blanda
Ms. Nettie Marquardt                    7 Dunes Way, Reading, England, RG4 5FB                                                              Happy Birthday, Ms. Nettie Marquardt
Mr. Alejandro Schowalter                7 Holmegate, Bournemouth, England, BH11 1HZ                                                         Happy Birthday, Mr. Alejandro Schowalter
Francisco Gleichner                     Studio 6, 660 Seagow Industrial Estate, Cannock, England, WS11 6AP                                  Happy Birthday, Francisco Gleichner
Drew Fadel Sr.                          12 Makerfield Way, Irvine, Scotland, KA11 8TT                                                       Happy Birthday, Drew Fadel Sr.
Mrs. Jonathon Murray                    Studio 74, 2 Hertford Street, Greenock, Scotland, PA15 7RZ                                          Happy Birthday, Mrs. Jonathon Murray
Seth Schuster Jr.                       30 Fumbally Square, Bledlow-cum-Saunderton, England, HP14 8GB                                       Happy Birthday, Seth Schuster Jr.
Bonnie Hane                             71 Merton High Road, Todwick, England, S26 1FR                                                      Happy Birthday, Bonnie Hane
Brandon Green                           Flat 45, 5 New Scotland Road, West Kilbride, Scotland, KA23 4SJ                                     Happy Birthday, Brandon Green
Minnie Hudson                           75 Treswithian, Norwich, England, NR1 9ES                                                           Happy Birthday, Minnie Hudson
Dixie Corkery                           Flat 76, 69 Old Post Office Street, Ashleworth, England, GL19 2RZ                                   Happy Birthday, Dixie Corkery
Alison Kirlin I                         7 Botleigh Office Campus, Stirling, Scotland, FK20 9YS                                              Happy Birthday, Alison Kirlin I
Gloria Bernhard                         77 Archcliffe Road, Dundee, Scotland, DD2 7XH                                                       Happy Birthday, Gloria Bernhard
Karla Purdy                             Flat 8, 8 City Gate, Hampshire, England, PO16 8PS                                                   Happy Birthday, Karla Purdy
Dr. Francis Emard                       20 Privett Road, Folkestone, England, CT19 0WE                                                      Happy Birthday, Dr. Francis Emard
Opal Lowe                               40 Lowman Way, Shenley Brook End, England, MK4 7YQ                                                  Happy Birthday, Opal Lowe
Erick Dickinson                         Flat 7, 298 Botolph Way, Ampney St Mary, England, GL7 5PQ                                           Happy Birthday, Erick Dickinson
Essie Fahey                             Studio 70, 172 Brewery Walk, Tottenham, England, N15 4XY                                            Happy Birthday, Essie Fahey
Natalie Jakubowski                      1 Crownhill Retail Park, Ramsbottom, England, BL0 1ZH                                               Happy Birthday, Natalie Jakubowski
Owen McClure                            5 Josiah Mason Hall, North Elmsall, England, WF9 3ZA                                                Happy Birthday, Owen McClure
Guadalupe Mann                          6 Westby Street, Ystradgynlais, Wales, SA9 7XE                                                      Happy Birthday, Guadalupe Mann
Dan Abshire                             7 St Mark Street, Helensburgh, Scotland, G84 8FF                                                    Happy Birthday, Dan Abshire
Jerome Kuhn                             37 Watson Walk, Rawtenstall, England, BB4 4PR                                                       Happy Birthday, Jerome Kuhn
Edna Berge                              43 Old Basingstoke Road, Newton on the Moor, England, NE65 4GN                                      Happy Birthday, Edna Berge
Deanna Jakubowski                       32 Northam Road, Lisburn, Northern Ireland, BT28 0HU                                                Happy Birthday, Deanna Jakubowski
Nicholas Larkin                         71 Bruswick Centre, Carmel, Guernsey, GY4 8PJ                                                       Happy Birthday, Nicholas Larkin
Beth Greenholt                          Flat 1, 24 Orange Grove, Banbridge, Northern Ireland, BT32 0UP                                      Happy Birthday, Beth Greenholt
Esther Conn                             Studio 8, 51 Winsdale Way, Draycott, England, DE72 9PY                                              Happy Birthday, Esther Conn
Peter Stroman                           2 Dixon Place, Davidson's Mains, Barnton and Cramond, Scotland, EH4 0XQ                             Happy Birthday, Peter Stroman
Darla Hammes                            8 Lanthwaite Road, Flint, England, CH6 2BJ                                                          Happy Birthday, Darla Hammes
Ebony Hyatt                             5 Fryern Arcade, Norton, England, S4 5UA                                                            Happy Birthday, Ebony Hyatt
Aubrey Corkery                          59 Leftbank, St Helens, England, WA10 0DX                                                           Happy Birthday, Aubrey Corkery
Sara O'Reilly                           86 Poyntz Lane, Spennithorne, England, DL8 2DY                                                      Happy Birthday, Sara O'Reilly
Seth Hartmann                           Studio 6, 31 Gray Road, Ingatestone, England, CM4 5US                                               Happy Birthday, Seth Hartmann
Samuel Windler                          1 Witham Close, Much Wenlock, England, TF13 8WW                                                     Happy Birthday, Samuel Windler
Matthew Ondricka                        Flat 65, 7 Stratford Road, West Bromwich, England, B70 4GE                                          Happy Birthday, Matthew Ondricka
Pauline Boyer                           89 Thunderton Place, Hutton Henry, England, TS28 7RZ                                                Happy Birthday, Pauline Boyer
Terrance Brakus                         Flat 397, 101 Leicester Retail Park, Amesbury, England, SP4 1EN                                     Happy Birthday, Terrance Brakus
Stella Gibson                           Flat 100, 7 Spott Road, Salford, England, M30 6SR                                                   Happy Birthday, Stella Gibson
Gretchen Graham                         6 Hutcheson Street, Pinchbeck, England, PE11 9WJ                                                    Happy Birthday, Gretchen Graham
Lorraine Cartwright                     9 Leckwith Road, Fort William, Scotland, PH33 2JT                                                   Happy Birthday, Lorraine Cartwright
Bridget Lubowitz                        52 Scott Drive, St Keverne, England, TR12 2HL                                                       Happy Birthday, Bridget Lubowitz
Dianne Douglas                          4 Ariel Way, Dudley, England, DY6 4QR                                                               Happy Birthday, Dianne Douglas
Lorenzo Ortiz                           Studio 771, 5 Greenhead Lane, Bootle, England, LA19 1GU                                             Happy Birthday, Lorenzo Ortiz
Reginald McLaughlin                     47 Florence Road, Hoddesdon, England, EN11 2EN                                                      Happy Birthday, Reginald McLaughlin
Shannon Pfeffer                         5 Ballifield Drive, Dalry, Scotland, KA24 9AD                                                       Happy Birthday, Shannon Pfeffer
Nadine Schmeler                         1 Cathedral Walk, Lewisham, England, SE26 5DQ                                                       Happy Birthday, Nadine Schmeler
Dr. Irma Little                         8 Boreham Street, Sound, Scotland, ZE1 3BZ                                                          Happy Birthday, Dr. Irma Little
Courtney Weissnat                       92 Westminster Street, Strathpeffer, Scotland, IV14 9RL                                             Happy Birthday, Courtney Weissnat
Ron O'Keefe                             Flat 85, 38 Bulk Road, Banwell, England, BS29 1TL                                                   Happy Birthday, Ron O'Keefe
Hugh Heidenreich                        900 Yeovil Road, Gateshead, England, NE10 0JR                                                       Happy Birthday, Hugh Heidenreich
Todd Bosco                              4 Fradley Business Centre, Kettering, England, NN16 4DP                                             Happy Birthday, Todd Bosco
Jack Cummings                           65 Paradigm, Highland, Scotland, IV13 8RR                                                           Happy Birthday, Jack Cummings
Jasmine Conn                            5 Runnymede Drive, Ilford, England, IG5 7JS                                                         Happy Birthday, Jasmine Conn
Kimberly Goodwin                        7 Post Office Site, Hounslow, England, TW13 3BF                                                     Happy Birthday, Kimberly Goodwin
Angelo Heathcote                        65 South Bank, Bexhill, England, TN39 9AU                                                           Happy Birthday, Angelo Heathcote
